expansions,primary_total,primary_nonempty,secondary_total,secondary_nonempty,logical_nodes,logical_primary_nonempty,logical_secondary_nonempty,f_min,f_max,h_min_mean,h_min_stddev,h_max_mean,h_max_stddev,sec_per_pri_mean,sec_per_pri_stddev,nodes_per_sec_mean,nodes_per_sec_stddev
72800000,16498,962,4673076,288627,39564,722,34941,10998,12970,2177.13,2950.37,3909.63,2498.88,300.028,331.29,1.62119,1.02686
72900000,16498,962,4673076,287970,32131,722,29245,10998,12970,2198.2,2965.61,3909.63,2498.88,299.345,331.621,1.62171,1.02735
73000000,16498,962,4673076,289246,29368,722,26945,10998,12970,2167.21,2919.53,3909.63,2498.88,300.672,330.47,1.61741,1.02556
73100000,16498,962,4673076,290317,31503,722,29038,10998,12970,2175.03,2942.09,3909.63,2498.88,301.785,330.489,1.61501,1.02434
73200000,16498,962,4673076,290458,32109,722,29609,10998,12970,2143.19,2922.95,3909.63,2498.88,301.931,330.536,1.61476,1.02417
73300000,16498,962,4673076,289842,31534,722,29028,10998,12970,2163.63,2941.97,3909.63,2498.88,301.291,330.98,1.61605,1.02488
73400000,16498,962,4673076,290292,33763,722,30432,10998,12970,2181.94,2952.09,3909.63,2498.88,301.759,332.352,1.61527,1.02435
73500000,16498,962,4673076,290297,24613,730,22422,10998,12970,2201.5,2970.24,3909.63,2498.88,301.764,332.628,1.6253,1.02761
73600000,16498,962,4673076,292513,27575,730,25303,10998,12970,2161.33,2935.84,3909.63,2498.88,304.068,332.032,1.62073,1.02514
73700000,16498,962,4673076,293794,30704,730,28292,10998,12970,2074.63,2919.65,3909.63,2498.88,305.399,333.443,1.61827,1.0237
73800000,16498,962,4673076,292244,28966,730,26576,10998,12970,2164.16,2955.24,3909.63,2498.88,303.788,333.367,1.62134,1.02545
73900000,16498,962,4673076,293009,27374,718,25352,10998,12970,2164.75,2947.96,3909.63,2498.88,304.583,334.409,1.62036,1.02471
74000000,16498,962,4677580,290517,22742,722,21078,10998,12970,2201.28,2975.91,3909.98,2499.55,301.993,337.044,1.62174,0.981511
74100000,16498,962,4677580,291729,24175,722,22399,10998,12970,2187.31,2952.55,3909.98,2499.55,303.253,336.123,1.61929,0.980274
74200000,16498,962,4677580,292276,24717,722,22988,10998,12970,2184.02,2954.37,3909.98,2499.55,303.821,335.867,1.61818,0.979733
74300000,16498,962,4677580,293603,26658,722,24875,10998,12970,2157.08,2933.9,3909.98,2499.55,305.201,335.622,1.61546,0.978384
74400000,16498,962,4677580,294918,29861,722,27935,10998,12970,2068.2,2915.76,3909.98,2499.55,306.568,337.026,1.61294,0.977055
74500000,16498,962,4677580,293385,28138,722,26242,10998,12970,2160.75,2956.79,3909.98,2499.55,304.974,337.136,1.61597,0.978611
74600000,16498,962,4677580,293653,29396,722,27379,10998,12970,2163.66,2948.56,3909.98,2499.55,305.253,337.347,1.61551,0.978325
74700000,16498,962,4677580,290384,24170,722,22236,10998,12970,2204.06,2984.92,3910.82,2501.09,301.854,339.492,1.62253,0.967219
74800000,16498,962,4677580,290330,25126,722,23095,10998,12970,2187.19,2955.88,3911.58,2502.44,301.798,338.972,1.61557,0.960697
74900000,16498,962,4677580,291158,26024,722,23927,10998,12970,2159.32,2919.56,3911.58,2502.44,302.659,338.373,1.61405,0.959906
75000000,16498,962,4677580,291744,26942,722,24859,10998,12970,2168.99,2944.82,3911.58,2502.44,303.268,338.287,1.61275,0.959321
75100000,16498,962,4677580,293272,29718,722,27544,10998,12970,2096.12,2909.76,3911.58,2502.44,304.857,338.788,1.60967,0.95783
75200000,16498,962,4677580,293059,29446,722,27231,10998,12970,2092.81,2915.97,3911.58,2502.44,304.635,339.551,1.61016,0.958046
75300000,16498,962,4677580,291743,30724,722,28496,10998,12970,2167.95,2953.08,3911.58,2502.44,303.267,339.796,1.61276,0.959325
75400000,16498,962,4677580,293031,33134,731,29801,10998,12970,2166.94,2954.33,3911.58,2502.44,304.606,341.407,1.61055,0.958066
75500000,16498,962,4677580,290616,22122,730,20358,10998,12970,2205.59,2986.1,3911.94,2503.06,302.096,340.555,1.62851,0.973902
75600000,16498,962,4677580,289071,21667,730,19931,10998,12970,2209.56,2992.2,3913,2504.86,300.49,341.03,1.62077,0.963506
75700000,16498,962,4677580,286054,21076,730,19509,10998,12970,2216.13,2999.6,3916.41,2510.36,297.353,341.667,1.60715,0.944785
75800000,16498,962,4677580,286806,22668,730,20919,10998,12970,2208.87,2983.12,3917.92,2512.7,298.135,343.376,1.60424,0.946047
75900000,16498,962,4677580,286325,22139,730,20422,10998,12970,2214.01,2993.19,3917.92,2512.7,297.635,342.92,1.60519,0.946518
76000000,16498,962,4677580,286029,21855,730,20128,10998,12970,2214.62,2994.15,3917.92,2512.7,297.327,342.434,1.60581,0.946633
76100000,16498,962,4677580,285820,21649,730,19928,10998,12970,2215.94,2996.79,3917.92,2512.7,297.11,342.27,1.60623,0.946959
76200000,16498,962,4677580,285594,21423,730,19701,10998,12970,2216.61,2998.09,3917.92,2512.7,296.875,342.115,1.60693,0.94782
76300000,16498,962,4677580,286988,22837,730,21098,10998,12970,2208.07,2982.03,3917.92,2512.7,298.324,343.515,1.60367,0.94571
76400000,16498,962,4677580,287269,23117,730,21383,10998,12970,2198.05,2962.52,3917.92,2512.7,298.616,341.051,1.60303,0.945205
76500000,16498,962,4677580,286921,22790,730,21041,10998,12970,2207.62,2980.53,3917.92,2512.7,298.255,341.262,1.60392,0.945811
76600000,16498,962,4677580,286407,22261,730,20529,10998,12970,2210.47,2985.62,3917.92,2512.7,297.72,342.04,1.60479,0.946108
76700000,16498,962,4677580,286691,22568,730,20813,10998,12970,2203.49,2971.41,3917.92,2512.7,298.016,341.213,1.60427,0.94583
76800000,16498,962,4677580,285628,21485,730,19750,10998,12970,2214.68,2993.86,3917.92,2512.7,296.911,341.849,1.60645,0.946876
76900000,16498,962,4677580,288068,23983,730,22176,10998,12970,2145.42,2868.27,3917.92,2512.7,299.447,340.218,1.60164,0.944546
77000000,16498,962,4677580,289209,25236,730,23376,10998,12970,2105.07,2810.73,3917.92,2512.7,300.633,339.312,1.59945,0.943434
77100000,16498,962,4677580,288278,24321,730,22469,10998,12970,2092.59,2790.25,3917.92,2512.7,299.665,339.906,1.60134,0.944345
77200000,16498,962,4677580,287999,23848,730,22113,10998,12970,2198.72,2964.91,3917.92,2512.7,299.375,341.67,1.60154,0.944588
77300000,16498,962,4677580,286077,21911,730,20191,10998,12970,2213.46,2991.48,3917.92,2512.7,297.377,341.558,1.60553,0.946455
77400000,16498,962,4677580,288084,23978,730,22198,10998,12970,2146.64,2871.15,3917.92,2512.7,299.464,340.154,1.60152,0.9445
77500000,16498,962,4677580,289035,25036,730,23205,10998,12970,2042.36,2727.91,3917.92,2512.7,300.452,339.348,1.59971,0.943571
77600000,16498,962,4677580,287816,23741,730,21941,10998,12970,2105.87,2807.44,3917.92,2512.7,299.185,340.225,1.60215,0.944768
77700000,16498,962,4677580,286144,21982,730,20258,10998,12970,2200.58,2965.6,3917.92,2512.7,297.447,341.478,1.6054,0.946388
77800000,16498,962,4677580,286805,22667,730,20913,10998,12970,2212,2989.17,3917.92,2512.7,298.134,341.719,1.60432,0.946165
77900000,16498,962,4677580,286854,22725,730,20962,10998,12970,2209.34,2983.83,3917.92,2512.7,298.185,341.608,1.60425,0.946132
78000000,16498,962,4677580,287779,23667,730,21887,10998,12970,2156,2886.32,3917.92,2512.7,299.147,340.376,1.60237,0.945212
78100000,16498,962,4677580,289311,25353,730,23500,10998,12970,2079.98,2774.38,3917.92,2512.7,300.739,339.124,1.59943,0.943726
78200000,16498,962,4677580,288396,24373,730,22535,10998,12970,2077.19,2766.01,3917.92,2512.7,299.788,339.746,1.60127,0.944637
78300000,16498,962,4677580,287937,23874,730,22050,10998,12970,2077.22,2771.85,3917.92,2512.7,299.311,340.043,1.60218,0.945079
78400000,16498,962,4677580,285444,21260,730,19537,10998,12970,2217.64,3000.25,3917.92,2512.7,296.719,341.95,1.60706,0.947185
78500000,16498,962,4677580,286721,22549,730,20776,10998,12970,2199.25,2966.3,3917.92,2512.7,298.047,340.794,1.6052,0.946346
78600000,16498,962,4677580,286427,22243,730,20482,10998,12970,2199.22,2966.59,3917.92,2512.7,297.741,340.923,1.60578,0.946634
78700000,16498,962,4677580,288695,24918,730,23049,10998,12970,2151.04,2922.24,3917.92,2512.7,300.099,339.807,1.6012,0.944426
78800000,16498,962,4677580,289158,26280,730,24329,10998,12970,2103.38,2900.25,3917.92,2512.7,300.58,340.234,1.60038,0.943987
78900000,16498,962,4677580,288779,27818,730,25739,10998,12970,2144.63,2944.87,3917.92,2512.7,300.186,341.843,1.60114,0.944355
79000000,16498,962,4677580,289165,26753,718,24856,10998,12970,2151.16,2932.3,3917.92,2512.7,300.587,342.226,1.6007,0.944029
79100000,16498,962,4677580,289199,27075,722,24786,10998,12970,2179.39,2960.16,3917.92,2512.7,300.623,343.482,1.60082,0.944166
79200000,16498,962,4677580,290040,27945,722,25627,10998,12970,2166.37,2937.03,3917.92,2512.7,301.497,342.804,1.59918,0.943339
79300000,16498,962,4677580,290631,28597,722,26248,10998,12970,2164.95,2939.45,3917.92,2512.7,302.111,342.38,1.59802,0.942774
79400000,16498,962,4677580,292752,31699,722,29242,10998,12970,2125.68,2907.73,3917.92,2512.7,304.316,342.019,1.59382,0.940715
79500000,16498,962,4677580,293366,33029,722,30487,10998,12970,2054.16,2890.6,3917.92,2512.7,304.954,342.924,1.59277,0.94012
79600000,16498,962,4677580,292025,32611,722,30071,10998,12970,2137.01,2933.03,3917.92,2512.7,303.56,343.4,1.59531,0.941431
79700000,16498,962,4677580,292484,34014,722,31267,10998,12970,2135.17,2925.81,3917.92,2512.7,304.037,343.868,1.59455,0.94097
79800000,16498,962,4677580,291943,31214,722,28439,10998,12970,2173.33,2956.28,3917.92,2512.7,303.475,344.413,1.59923,0.941581
79900000,16498,962,4677580,294921,34404,722,31507,10998,12970,2092.52,2855.56,3917.92,2512.7,306.571,342.353,1.59357,0.938744
80000000,16498,962,4677580,292089,31374,722,28585,10998,12970,2169.91,2951.32,3917.92,2512.7,303.627,344.26,1.59897,0.941454
80100000,16498,962,4677580,294430,34157,722,31253,10998,12970,2126.78,2911.25,3917.92,2512.7,306.06,343.096,1.5944,0.939208
80200000,16498,962,4677580,294915,35335,722,32371,10998,12970,2084.71,2891.44,3917.92,2512.7,306.564,343.508,1.59355,0.938746
80300000,16498,962,4677580,294515,37300,722,34209,10998,12970,2125.85,2934.98,3917.92,2512.7,306.149,345.136,1.59431,0.939136
80400000,16498,962,4677580,295367,39396,722,35698,10998,12970,2117.94,2919.91,3917.92,2512.7,307.034,345.718,1.59269,0.938312
80500000,16498,962,4677580,294837,31260,730,28607,10998,12970,2173.09,2961.54,3917.92,2512.7,306.483,345.832,1.59935,0.940532
80600000,16498,962,4677580,292090,27757,730,25370,10998,12970,2185.75,2976.64,3917.92,2512.7,303.628,346.055,1.60278,0.942649
80700000,16498,962,4677580,292273,25592,730,23651,10998,12970,2194.57,2987.75,3917.92,2512.7,303.818,345.322,1.60247,0.942996
80800000,16498,962,4677580,291754,22855,730,21000,10998,12970,2200.07,2995.38,3917.92,2512.7,303.279,345.455,1.60238,0.943535
80900000,16498,962,4677580,292621,18366,718,17493,10998,12970,2194.95,2984.41,3917.92,2512.7,304.18,345.597,1.6028,0.948103
81000000,16498,962,4677580,294553,20355,718,19425,10998,12970,2145.52,2896.96,3917.92,2512.7,306.188,344.239,1.59904,0.946231
81100000,16498,962,4677580,294031,19818,718,18903,10998,12970,2134.92,2879.01,3917.92,2512.7,305.646,344.559,1.60005,0.946735
81200000,16498,962,4677580,293426,19208,718,18298,10998,12970,2176.45,2952.39,3917.92,2512.7,305.017,344.936,1.60127,0.947317
81300000,16498,962,4677580,294565,20432,718,19437,10998,12970,2136.15,2897.03,3917.92,2512.7,306.201,344.048,1.59924,0.94624
81400000,16498,962,4677580,294820,20879,718,19916,10998,12970,2155.4,2932.73,3917.92,2512.7,306.466,344.024,1.59857,0.94597
81500000,16498,962,4677580,296858,25162,723,24043,10998,12970,2048.3,2879.76,3917.92,2512.7,308.584,344.622,1.59463,0.944013
81600000,16498,962,4677580,296194,23534,718,22465,10998,12970,2065.79,2890.86,3917.92,2512.7,307.894,344.945,1.59595,0.944659
81700000,16498,962,4677580,295157,24358,718,23257,10998,12970,2137.44,2928.58,3917.92,2512.7,306.816,345.406,1.59795,0.945664
81800000,16498,962,4677580,295968,25934,718,24704,10998,12970,2133.59,2931.2,3917.92,2512.7,307.659,346.55,1.59644,0.944865
81900000,16498,962,4677580,298247,26685,718,25124,10998,12970,2153.35,2929.21,3917.92,2512.7,310.028,346.744,1.59211,0.942729
82000000,16498,962,4677580,297716,26156,718,24593,10998,12970,2151.21,2923.44,3917.92,2512.7,309.476,346.087,1.59318,0.943222
82100000,16498,962,4677580,297982,26434,718,24859,10998,12970,2122.58,2871.33,3917.92,2512.7,309.753,345.77,1.59269,0.94297
82200000,16498,962,4677580,298340,26810,718,25217,10998,12970,2123.24,2877.58,3917.92,2512.7,310.125,345.261,1.59204,0.942629
82300000,16498,962,4677580,299409,27929,718,26290,10998,12970,2015.48,2731.48,3917.92,2512.7,311.236,344.467,1.59008,0.941607
82400000,16498,962,4677580,296154,24575,718,23030,10998,12970,2174.52,2969.69,3917.92,2512.7,307.852,346.712,1.59624,0.944729
82500000,16498,962,4677580,299105,27720,718,26051,10998,12970,2096.16,2859.19,3917.92,2512.7,310.92,344.588,1.59076,0.941914
82600000,16498,962,4677580,297082,25543,718,23958,10998,12970,2155.36,2936.35,3917.92,2512.7,308.817,345.979,1.59452,0.943833
82700000,16498,962,4677580,299294,28121,718,26485,10998,12970,2113.54,2900.1,3917.92,2512.7,311.116,345.05,1.59025,0.941725
82800000,16498,962,4677580,299995,29724,718,28007,10998,12970,2064.14,2876.93,3917.92,2512.7,311.845,345.579,1.58904,0.941054
82900000,16498,962,4677580,299170,29706,718,27915,10998,12970,2121.57,2920.99,3917.92,2512.7,310.988,346.733,1.59058,0.941857
83000000,16498,962,4677580,299698,32937,718,30681,10998,12970,2115.32,2910.98,3917.92,2512.7,311.536,347.13,1.58964,0.941335
83100000,16498,962,4677580,299707,32486,731,29918,10998,12970,2155.16,2949.01,3917.92,2512.7,311.546,348.527,1.59036,0.941381
83200000,16498,962,4677580,300584,25643,718,24539,10998,12970,2169.14,2956.95,3917.92,2512.7,312.457,348.461,1.59304,0.940856
83300000,16498,962,4677580,299442,24507,718,23397,10998,12970,2173.77,2965.23,3917.92,2512.7,311.27,348.438,1.59532,0.941946
83400000,16498,962,4677580,300716,25797,718,24671,10998,12970,2108.06,2844.44,3917.92,2512.7,312.595,347.147,1.59285,0.940714
83500000,16498,962,4677580,298767,23823,718,22722,10998,12970,2174.96,2967.2,3917.92,2512.7,310.569,348.106,1.59664,0.942566
83600000,16498,962,4677580,301346,26482,718,25305,10998,12970,2089.79,2826.23,3917.92,2512.7,313.249,346.411,1.59178,0.940125
83700000,16498,962,4677580,299509,24581,718,23464,10998,12970,2147.7,2916.89,3917.92,2512.7,311.34,347.654,1.59521,0.941863
83800000,16498,962,4677580,299548,24666,718,23503,10998,12970,2151.48,2927.31,3917.92,2512.7,311.38,347.475,1.59529,0.941811
83900000,16498,962,4677580,299957,25098,718,23920,10998,12970,2141.47,2912.48,3917.92,2512.7,311.806,347.162,1.59453,0.941437
84000000,16498,962,4677580,300154,25414,718,24259,10998,12970,2144.28,2925.06,3917.92,2512.7,312.01,347.056,1.59403,0.941248
84100000,16498,962,4677580,301822,27818,718,26592,10998,12970,2094.8,2887.81,3917.92,2512.7,313.744,346.718,1.59088,0.93967
84200000,16498,962,4677580,301734,27873,718,26629,10998,12970,2070.52,2878.06,3917.92,2512.7,313.653,347.035,1.5911,0.939801
84300000,16498,962,4677580,300888,29385,718,28079,10998,12970,2123.01,2915.29,3917.92,2512.7,312.773,348.173,1.5927,0.940548
84400000,16498,962,4677580,301662,31132,718,29497,10998,12970,2129.31,2926.19,3917.92,2512.7,313.578,349.202,1.59136,0.939825
84500000,16498,962,4677580,297554,20265,718,19160,10998,12970,2187.25,2993.98,3917.93,2512.73,309.308,352.185,1.60617,0.951506
84600000,16498,962,4677580,296220,19694,718,18660,10998,12970,2193.12,3003.25,3918.57,2513.95,307.921,352.67,1.60499,0.942697
84700000,16498,962,4677580,294942,19352,718,18368,10998,12970,2197.23,3007.41,3920.53,2517.38,306.593,352.851,1.60353,0.940103
84800000,16498,962,4682181,293378,18234,718,17277,10998,12970,2205.34,3020.91,3922.99,2521.34,304.967,353.546,1.60573,0.943266
84800000,16498,962,4682181,293378,18234,718,17277,10998,12970,2205.34,3020.91,3922.99,2521.34,304.967,353.546,1.60572,0.943248
84800000,16498,962,4682181,293378,18234,718,17277,10998,12970,2205.34,3020.91,3922.99,2521.34,304.967,353.546,1.60572,0.943234
84800000,16498,962,4682181,293378,18234,718,17277,10998,12970,2205.34,3020.91,3922.99,2521.34,304.967,353.546,1.60572,0.943223
84800000,16498,962,4682181,293378,18234,718,17277,10998,12970,2205.34,3020.91,3922.99,2521.34,304.967,353.546,1.60571,0.943217
84800000,16498,962,4682181,293378,18234,718,17277,10998,12970,2205.34,3020.91,3922.99,2521.34,304.967,353.546,1.60571,0.943213
84800000,16498,962,4682181,293378,18234,718,17277,10998,12970,2205.34,3020.91,3922.99,2521.34,304.967,353.546,1.60571,0.943214
84900000,16498,962,4685313,292772,18124,718,17185,10998,12970,2209.24,3025.2,3925.67,2525.53,304.337,353.3,1.60612,0.946028
85000000,16498,962,4685313,291841,17857,718,16934,10998,12970,2211.99,3027.85,3927.74,2528.77,303.369,353.479,1.60309,0.941115
85100000,16498,962,4685313,291406,17806,718,16855,10998,12970,2214.21,3030.49,3929.21,2531.04,302.917,353.502,1.60315,0.942487
85200000,16498,962,4685313,292251,18717,718,17785,10998,12970,2211.64,3024.44,3929.72,2531.83,303.795,354.032,1.60205,0.943144
85300000,16498,962,4685313,293078,19547,718,18612,10998,12970,2208.28,3018.48,3929.72,2531.83,304.655,354.997,1.60036,0.94236
85400000,16498,962,4685313,292812,19302,718,18346,10998,12970,2206.54,3013.87,3929.72,2531.83,304.378,353.177,1.60098,0.942617
85500000,16498,962,4685313,291501,17969,718,17035,10998,12970,2214.1,3029.49,3929.72,2531.83,303.016,353.533,1.60361,0.943857
85600000,16498,962,4685313,293701,20203,718,19235,10998,12970,2186.11,2975.09,3929.72,2531.83,305.302,352.96,1.5992,0.941767
85700000,16498,962,4685313,292974,19471,718,18508,10998,12970,2195.99,2992.18,3929.72,2531.83,304.547,352.619,1.60067,0.942449
85800000,16498,962,4685313,293444,19952,718,18978,10998,12970,2162.69,2929.28,3929.72,2531.83,305.035,352.257,1.59975,0.942
85900000,16498,962,4685313,294682,21237,718,20216,10998,12970,2127.95,2876.94,3929.72,2531.83,306.322,351.158,1.59739,0.940813
86000000,16498,962,4685313,294860,21437,718,20395,10998,12970,2040.37,2753.86,3929.72,2531.83,306.507,350.944,1.59709,0.940648
86100000,16498,962,4685313,292484,18991,718,18018,10998,12970,2195.87,2992.68,3929.72,2531.83,304.037,352.632,1.60171,0.942913
86200000,16498,962,4685313,295434,22174,718,21077,10998,12970,2087.16,2845.77,3929.72,2531.83,307.104,350.481,1.5961,0.940116
86300000,16498,962,4685313,292464,18980,718,17998,10998,12970,2176.75,2960.4,3929.72,2531.83,304.017,352.599,1.60178,0.942943
86400000,16498,962,4685313,294978,21801,718,20737,10998,12970,2116.23,2898.28,3929.72,2531.83,306.63,351.098,1.59682,0.940535
86500000,16498,962,4685313,295441,23118,718,21977,10998,12970,2057.51,2868.79,3929.72,2531.83,307.111,351.542,1.59603,0.940108
86600000,16498,962,4685313,294981,24335,718,23071,10998,12970,2114.57,2925.59,3929.72,2531.83,306.633,353.175,1.59692,0.940543
86700000,16498,962,4685313,295790,27400,718,25931,10998,12970,2093.82,2900.51,3929.72,2531.83,307.474,353.668,1.59538,0.939757
86800000,16498,962,4685313,295118,28189,731,25799,10998,12970,2153.19,2959.83,3929.72,2531.83,306.775,354.914,1.59668,0.940408
86900000,16498,962,4685313,295104,22874,718,21526,10998,12970,2193.97,3013.77,3929.72,2531.83,306.761,355.877,1.59757,0.940521
87000000,16498,962,4685313,296513,23638,718,22165,10998,12970,2204,3026.16,3929.72,2531.83,308.226,354.973,1.59835,0.943919
87100000,16498,962,4685313,295714,22062,718,20811,10998,12970,2205.75,3026.83,3929.78,2531.95,307.395,355.647,1.60569,0.956706
87200000,16498,962,4689999,294154,20425,718,19255,10998,12970,2212.59,3037.66,3932.35,2536.21,305.773,356.874,1.60641,0.948746
87300000,16498,962,4693118,293883,20526,718,19352,10998,12970,2214.92,3040.11,3934.28,2539.22,305.492,356.734,1.60257,0.943129
87400000,16498,962,4693118,295041,21913,717,20735,10998,12970,2187.42,2987.97,3935.75,2541.51,306.695,355.578,1.59929,0.940705
87500000,16498,962,4693118,297941,25384,718,24081,10998,12970,2060.38,2834.24,3935.75,2541.51,309.71,353.455,1.59382,0.93797
87600000,16498,962,4693118,294750,21607,717,20444,10998,12970,2180.86,2979.27,3935.75,2541.51,306.393,355.677,1.59983,0.940979
87700000,16498,962,4693118,296651,23723,718,22493,10998,12970,2139.34,2931.69,3935.75,2541.51,308.369,354.416,1.59612,0.93918
87800000,16498,962,4693118,297843,25889,718,24576,10998,12970,2058.27,2884.29,3935.75,2541.51,309.608,355.049,1.59391,0.938055
87900000,16498,962,4693118,296981,26940,718,25463,10998,12970,2119.03,2944.37,3935.75,2541.51,308.712,356.4,1.59554,0.938882
88000000,16498,962,4693118,297529,28146,718,26680,10998,12970,2092.51,2914.98,3935.75,2541.51,309.282,356.472,1.59457,0.938337
88100000,16498,962,4693118,296960,26794,718,24907,10998,12970,2152.84,2972.76,3935.75,2541.51,308.69,357.568,1.59573,0.938883
88200000,16498,962,4693118,297014,22879,718,21546,10998,12970,2209.24,3037,3935.75,2541.51,308.746,357.659,1.5973,0.938829
88300000,16498,962,4693118,298767,22060,718,20992,10998,12970,2146.21,2924.8,3935.75,2541.51,310.569,355.42,1.60372,0.946081
88400000,16498,962,4693118,299840,23233,718,22103,10998,12970,2090.23,2859.3,3935.75,2541.51,311.684,354.629,1.60177,0.945084
88500000,16498,962,4693118,298459,21757,718,20690,10998,12970,2158.03,2948.7,3935.75,2541.51,310.248,355.592,1.6043,0.946369
88600000,16498,962,4693118,300367,24367,718,23226,10998,12970,2103.13,2899.11,3935.75,2541.51,312.232,354.81,1.6006,0.944575
88700000,16498,962,4693118,300669,25005,718,23819,10998,12970,2037.96,2871.71,3935.75,2541.51,312.546,355.207,1.60011,0.944294
88800000,16498,962,4693118,299974,25160,718,23985,10998,12970,2107.08,2917.5,3935.75,2541.51,311.823,355.842,1.60138,0.944941
88900000,16498,962,4693118,300495,28749,718,27275,10998,12970,2094.34,2911.23,3935.75,2541.51,312.365,357.326,1.60055,0.944444
89000000,16498,962,4693118,300342,31818,731,29041,10998,12970,2152.62,2968.26,3935.75,2541.51,312.206,358.326,1.60085,0.944609
89100000,16498,962,4693118,300603,24772,718,22993,10998,12970,2206.84,3042.59,3935.75,2541.51,312.477,359.578,1.60646,0.948075
89200000,16498,962,4693118,297839,22045,717,20634,10998,12970,2211.58,3045.08,3937.62,2544.74,309.604,361.432,1.60902,0.950933
89300000,16498,962,4693118,298229,21188,717,20071,10998,12970,2213.58,3049.59,3937.62,2544.74,310.009,361.091,1.61215,0.953348
89300000,16498,962,4693118,298228,21188,717,20071,10998,12970,2213.58,3049.6,3937.62,2544.74,310.008,361.092,1.61215,0.953349
89400000,16498,962,4693118,298785,22907,717,21566,10998,12970,2206.05,3033.9,3937.75,2544.96,310.587,363.443,1.60839,0.952889
89500000,16498,962,4693118,298447,22577,717,21236,10998,12970,2207.51,3036.66,3937.75,2544.96,310.236,362.817,1.60883,0.952566
89600000,16498,962,4693118,298110,22229,717,20889,10998,12970,2209.19,3039.97,3937.75,2544.96,309.886,362.343,1.60982,0.953655
89700000,16498,962,4693118,299670,23826,717,22458,10998,12970,2195.5,3013.22,3937.75,2544.96,311.507,361.872,1.60636,0.951336
89800000,16498,962,4693118,297900,22028,717,20694,10998,12970,2211.1,3043.9,3937.75,2544.96,309.667,362.164,1.60989,0.953057
89900000,16498,962,4693118,299208,23365,717,22000,10998,12970,2194.76,3010.53,3937.75,2544.96,311.027,361.485,1.6074,0.952019
90000000,16498,962,4693118,297838,21938,717,20600,10998,12970,2210.4,3042.24,3937.75,2544.96,309.603,362.057,1.61048,0.953425
90100000,16498,962,4693118,299030,23147,717,21814,10998,12970,2204.93,3031.21,3937.75,2544.96,310.842,361.627,1.60774,0.952183
90200000,16498,962,4693118,300465,24635,717,23249,10998,12970,2143.99,2916.7,3937.75,2544.96,312.334,360.478,1.60501,0.950839
90300000,16498,962,4693118,300931,25126,717,23715,10998,12970,2081.73,2811.78,3937.75,2544.96,312.818,359.609,1.60416,0.950388
90400000,16498,962,4693118,298008,22131,717,20792,10998,12970,2202.51,3025.23,3937.75,2544.96,309.78,361.428,1.60984,0.953153
90500000,16498,962,4693118,300657,24853,717,23441,10998,12970,2117.33,2874.71,3937.75,2544.96,312.533,359.588,1.60471,0.950649
90600000,16498,962,4693118,299852,23984,717,22640,10998,12970,2202.16,3025.98,3937.75,2544.96,311.696,362.76,1.60608,0.951396
90700000,16498,962,4693118,299588,23745,717,22376,10998,12970,2185.67,2993.17,3937.75,2544.96,311.422,361.237,1.6067,0.951654
90800000,16498,962,4693118,300423,24597,717,23211,10998,12970,2148.15,2922.92,3937.75,2544.96,312.29,360.068,1.60507,0.950853
90900000,16498,962,4693118,299153,23323,717,21941,10998,12970,2165.59,2951.9,3937.75,2544.96,310.97,360.806,1.60763,0.952059
91000000,16498,962,4693118,301687,26144,717,24674,10998,12970,2041.73,2769.98,3937.75,2544.96,313.604,358.8,1.60277,0.94966
91100000,16498,962,4693118,300108,24320,717,22896,10998,12970,2103.69,2851.49,3937.75,2544.96,311.963,359.923,1.60583,0.951154
91200000,16498,962,4693118,297432,21544,717,20214,10998,12970,2210.94,3043.29,3937.75,2544.96,309.181,361.785,1.61096,0.953887
91300000,16498,962,4693118,297424,21514,717,20187,10998,12970,2212.23,3046.2,3937.75,2544.96,309.173,361.77,1.61114,0.953975
91400000,16498,962,4693118,299054,23228,717,21820,10998,12970,2170.11,2967.89,3937.75,2544.96,310.867,360.409,1.60815,0.952385
91500000,16498,962,4693118,299784,23988,718,22550,10998,12970,2131.15,2909.81,3937.75,2544.96,311.626,359.846,1.60677,0.951704
91600000,16498,962,4693118,300040,24289,718,22869,10998,12970,2134.34,2926.91,3937.75,2544.96,311.892,359.709,1.60615,0.951464
91700000,16498,962,4693118,302113,27369,718,25855,10998,12970,2011.86,2858,3937.75,2544.96,314.047,359.466,1.60214,0.949504
91800000,16498,962,4693118,301279,26158,718,24685,10998,12970,2051.79,2874.71,3937.75,2544.96,313.18,359.513,1.60376,0.950293
91900000,16498,962,4693118,300581,28128,718,26581,10998,12970,2115.22,2922.07,3937.75,2544.96,312.454,361.023,1.60513,0.95096
92000000,16498,962,4693118,301413,30992,718,29157,10998,12970,2097.42,2915.03,3937.75,2544.96,313.319,361.91,1.60366,0.950174
92100000,16498,962,4693118,300608,26433,718,24637,10998,12970,2173.44,3002.67,3937.75,2544.96,312.482,362.912,1.60525,0.950947
92200000,16498,962,4693118,302782,28049,718,25600,10998,12970,2165.59,2969.27,3937.75,2544.96,314.742,361.687,1.60208,0.948855
92300000,16498,962,4693118,304644,30040,718,27506,10998,12970,2098.03,2871.8,3937.75,2544.96,316.678,360.28,1.59868,0.94713
