expansions,primary_total,primary_nonempty,secondary_total,secondary_nonempty,logical_nodes,logical_primary_nonempty,logical_secondary_nonempty,f_min,f_max,h_min_mean,h_min_stddev,h_max_mean,h_max_stddev,sec_per_pri_mean,sec_per_pri_stddev,nodes_per_sec_mean,nodes_per_sec_stddev
112600000,16498,963,4707609,333120,28785,719,26860,10998,12970,2083.47,2904.42,3948.6,2559.65,345.919,393.73,1.61904,0.974593
112700000,16498,963,4707609,333851,29548,719,27591,10998,12970,1983.61,2748.32,3948.6,2559.65,346.678,393.163,1.61778,0.973956
112800000,16498,963,4707609,332319,27955,719,26059,10998,12970,2104.67,2941.98,3948.6,2559.65,345.087,394.18,1.62044,0.975293
112900000,16498,963,4707609,331682,27315,719,25422,10998,12970,2108.85,2950.14,3948.6,2559.65,344.426,394.651,1.62163,0.975851
113000000,16498,963,4707609,330074,25628,719,23837,10998,12970,2158.2,3049.01,3948.6,2559.65,342.756,395.74,1.62382,0.976647
113000000,16498,963,4707609,330073,25628,719,23837,10998,12970,2158.2,3049.01,3948.6,2559.65,342.755,395.741,1.62383,0.976648
113100000,16498,963,4707609,334443,30540,719,28542,10998,12970,2061.01,2915.67,3948.65,2559.76,347.293,393.124,1.61665,0.972796
113200000,16498,963,4707609,334204,30217,719,28193,10998,12970,2058.2,2909.84,3948.65,2559.76,347.045,392.908,1.61719,0.973001
113300000,16498,963,4707609,335135,32265,719,30191,10998,12970,1986.77,2856.62,3948.65,2559.76,348.011,393.013,1.61547,0.972183
113400000,16498,963,4707609,334725,31562,719,29479,10998,12970,1960.08,2844.84,3948.65,2559.76,347.586,393.425,1.61625,0.972548
113500000,16498,963,4707609,333716,31251,719,29175,10998,12970,2038.25,2909.45,3948.65,2559.76,346.538,394.19,1.61804,0.973423
113600000,16498,963,4707609,334699,35212,719,32985,10998,12970,2010.84,2896.65,3948.65,2559.76,347.559,395.595,1.61633,0.972567
113700000,16498,963,4707609,334269,36048,719,33551,10998,12970,2060,2941.78,3948.65,2559.76,347.112,396.181,1.61713,0.972944
113800000,16498,963,4707609,333703,31278,729,28528,10998,12970,2125.81,3017.61,3948.65,2559.76,346.524,397.867,1.61795,0.973321
113900000,16498,963,4707609,333721,32294,729,28951,10998,12970,2145.08,3037.99,3948.68,2559.82,346.543,397.565,1.61895,0.973709
114000000,16498,963,4707609,337431,35951,729,32517,10998,12970,2067.98,2915.32,3948.68,2559.83,350.396,394.946,1.61233,0.970072
114100000,16498,963,4707609,337707,36420,729,32910,10998,12970,2070.32,2924.93,3948.68,2559.83,350.682,394.906,1.6118,0.969822
114200000,16498,963,4707609,337055,35718,729,32217,10998,12970,2062.14,2913.51,3948.68,2559.83,350.005,395.206,1.61296,0.970385
114300000,16498,963,4707609,339093,38692,729,35097,10998,12970,1928.88,2824.74,3948.68,2559.83,352.121,394.865,1.60942,0.968614
114400000,16498,963,4707609,338235,37549,729,33986,10998,12970,1962.96,2845.31,3948.68,2559.83,351.231,395.08,1.61093,0.969362
114500000,16498,963,4707609,337648,39762,729,36116,10998,12970,2028.29,2897.62,3948.68,2559.83,350.621,396.312,1.61198,0.96987
114600000,16498,963,4707609,338393,41317,729,37505,10998,12970,1996.38,2883.17,3948.68,2559.83,351.395,397.146,1.61078,0.969228
114700000,16498,963,4707609,338238,44673,719,40727,10998,12970,2058.28,2943.97,3948.68,2559.83,351.234,398.895,1.61119,0.96943
114800000,16498,963,4707609,337964,42167,719,37350,10998,12970,2122.04,3018.54,3948.68,2559.83,350.949,399.603,1.61167,0.969643
114900000,16498,963,4707609,339794,43261,719,38320,10998,12970,2100.42,2975.21,3948.68,2559.83,352.849,398.583,1.60964,0.968299
115000000,16498,963,4707609,341660,45423,719,40346,10998,12970,2037.11,2898.85,3948.68,2559.83,354.787,397.519,1.60643,0.966701
115100000,16498,963,4707609,342467,46434,719,41347,10998,12970,1997.3,2865.67,3948.68,2559.83,355.625,397.197,1.60505,0.966006
115200000,16498,963,4707609,342678,47211,719,42073,10998,12970,1964.73,2845.15,3948.68,2559.83,355.844,397.567,1.60476,0.965826
115300000,16498,963,4707609,341816,46753,719,41565,10998,12970,2035.11,2914.38,3948.68,2559.83,354.949,398.693,1.60622,0.966575
115400000,16498,963,4707609,342547,49523,719,44249,10998,12970,1986.66,2874.3,3948.68,2559.83,355.708,399.01,1.60503,0.965925
115500000,16498,963,4707609,341882,49149,719,43842,10998,12970,2048.52,2950.76,3948.68,2559.83,355.018,400.296,1.60617,0.966517
115600000,16498,963,4707609,341676,53866,730,47230,10998,12970,2088.08,2983.76,3948.68,2559.83,354.804,401.625,1.60668,0.966702
115700000,16498,963,4707609,339513,28032,728,26017,10998,12970,2134.97,3035.16,3948.69,2559.84,352.558,401.287,1.62001,0.969786
115800000,16498,963,4707609,338538,24510,728,22667,10998,12970,2139.18,3038.37,3948.73,2559.93,351.545,401.149,1.62141,0.972895
115900000,16498,963,4707609,338288,22066,728,20549,10998,12970,2143.1,3044.3,3948.75,2559.98,351.286,400.853,1.6224,0.975138
116000000,16498,963,4707609,338230,21391,728,19862,10998,12970,2145.04,3046.85,3948.76,2560,351.225,400.664,1.62462,0.977863
116100000,16498,963,4707609,337831,21153,728,19613,10998,12970,2148.14,3053.82,3948.77,2560.01,350.811,400.787,1.62597,0.984055
116200000,16498,963,4707609,338934,22694,728,21024,10998,12970,2144.06,3050.31,3948.78,2560.04,351.956,400.206,1.62381,0.978406
116300000,16498,963,4707609,338951,21490,728,19918,10998,12970,2148.31,3054.32,3948.78,2560.04,351.974,400.201,1.63445,0.991984
116400000,16498,963,4707609,338717,21428,728,19914,10998,12970,2144.58,3048.52,3948.79,2560.07,351.731,400.077,1.63358,0.993297
116500000,16498,963,4707609,339669,22379,728,20820,10998,12970,2148.56,3055.39,3948.79,2560.07,352.72,400.097,1.63207,0.992769
116600000,16498,963,4707609,338520,20712,728,19414,10998,12970,2152.25,3057.9,3948.8,2560.07,351.526,400.105,1.64336,1.00882
116700000,16498,963,4707609,339553,24086,728,22489,10998,12970,2089.02,2953.65,3948.82,2560.14,352.599,399.17,1.63027,0.998826
116800000,16498,963,4707609,340466,25157,728,23540,10998,12970,2068.11,2933.73,3948.82,2560.14,353.547,399.053,1.62854,0.998003
116900000,16498,963,4707609,340390,25206,728,23550,10998,12970,2041.77,2903.24,3948.82,2560.14,353.468,398.744,1.62878,0.998065
117000000,16498,963,4707609,341504,27671,729,25912,10998,12970,1963.38,2847.16,3948.82,2560.14,354.625,398.803,1.6268,0.997067
117100000,16498,963,4707609,340985,26565,728,24834,10998,12970,1938.33,2836.81,3948.82,2560.14,354.086,399.211,1.62775,0.997535
117200000,16498,963,4707609,340046,27171,728,25461,10998,12970,2026.02,2906.38,3948.82,2560.14,353.111,400.027,1.62939,0.998365
117300000,16498,963,4707609,340833,29677,728,27729,10998,12970,1989.4,2885.94,3948.82,2560.14,353.928,401.083,1.62808,0.997673
117400000,16498,963,4707609,339726,32327,719,30359,10998,12970,2077.65,2980.52,3948.82,2560.14,352.779,403.16,1.63015,0.998726
117500000,16498,963,4707609,340271,29291,719,27278,10998,12970,2125.5,3032.08,3948.82,2560.14,353.345,403.03,1.62935,0.998197
117600000,16498,963,4707609,340467,29454,719,27331,10998,12970,2142.19,3055.8,3948.82,2560.14,353.548,403.459,1.62894,0.998026
117700000,16498,963,4707609,340207,27484,719,25491,10998,12970,2146.1,3058.17,3948.89,2560.27,353.278,403.942,1.63678,1.01669
117800000,16498,963,4707609,340826,27891,719,26102,10998,12970,2143.43,3050.96,3949.46,2561.43,353.921,406.346,1.63138,1.0031
117900000,16498,963,4707609,340112,27185,719,25388,10998,12970,2142.1,3047.2,3949.46,2561.43,353.18,405.245,1.63273,1.00373
118000000,16498,963,4707609,341700,28788,719,26976,10998,12970,2130.82,3025.31,3949.46,2561.43,354.829,405.021,1.62983,1.00232
118100000,16498,963,4707609,339606,26675,719,24882,10998,12970,2145.77,3055.09,3949.46,2561.43,352.654,404.838,1.63366,1.00418
118200000,16498,963,4707609,339262,26329,719,24538,10998,12970,2148.55,3061.45,3949.46,2561.43,352.297,404.79,1.63429,1.00449
118300000,16498,963,4707609,341856,28965,719,27132,10998,12970,2132.42,3028.46,3949.46,2561.43,354.991,404.186,1.6296,1.00218
118400000,16498,963,4707609,340510,27609,719,25786,10998,12970,2137.52,3037.22,3949.46,2561.43,353.593,404.135,1.63206,1.00338
118500000,16498,963,4707609,339945,27051,719,25221,10998,12970,2142.28,3047.09,3949.46,2561.43,353.006,404.209,1.63313,1.00388
118600000,16498,963,4707609,341521,28665,719,26797,10998,12970,2099.4,2959.96,3949.46,2561.43,354.643,403.1,1.63032,1.00247
118700000,16498,963,4707609,343919,31357,719,29380,10998,12970,1964.14,2738.59,3949.46,2561.43,357.133,401.311,1.62621,1.00033
118800000,16498,963,4707609,340817,27955,719,26093,10998,12970,2117.08,2994.1,3949.46,2561.43,353.912,403.595,1.63161,1.0031
118900000,16498,963,4707609,340336,27470,719,25612,10998,12970,2122.11,3003.68,3949.46,2561.43,353.412,403.889,1.63249,1.00353
119000000,16498,963,4707609,339288,26369,719,24562,10998,12970,2145.7,3054.88,3949.46,2561.43,352.324,404.669,1.63432,1.00447
119100000,16498,963,4707609,340827,28067,719,26077,10998,12970,2130.74,3027.56,3949.46,2561.43,353.922,403.494,1.63196,1.00308
119200000,16498,963,4707609,340919,28192,719,26184,10998,12970,2126.56,3019.95,3949.46,2561.43,354.018,403.372,1.63181,1.003
119300000,16498,963,4707609,342741,30238,719,28136,10998,12970,2067.87,2935.09,3949.46,2561.43,355.91,402.192,1.62862,1.00138
119400000,16498,963,4707609,343600,31257,719,29132,10998,12970,2030.8,2893.64,3949.46,2561.43,356.802,401.754,1.6271,1.00061
119500000,16498,963,4707609,344308,32861,719,30668,10998,12970,1931.91,2827.14,3949.46,2561.43,357.537,402.007,1.62593,0.999984
119600000,16498,963,4707609,343826,34162,719,31834,10998,12970,2014.83,2918.03,3949.46,2561.43,357.036,403.875,1.62679,1.00042
119700000,16498,963,4707609,344464,35892,719,33545,10998,12970,1954.05,2858.73,3949.46,2561.43,357.699,403.743,1.62568,0.999833
119800000,16498,963,4707609,343774,34830,719,32479,10998,12970,2012.25,2910.96,3949.46,2561.43,356.982,404.451,1.62696,1.00046
119900000,16498,963,4707609,342061,33881,729,31018,10998,12970,2125.39,3034.73,3949.46,2561.43,355.204,406.585,1.63016,1.00202
120000000,16498,963,4707609,343511,28516,728,26369,10998,12970,2116.82,3025.44,3949.46,2561.43,356.709,405.563,1.62917,1.00076
120100000,16498,963,4707609,343647,25328,728,23368,10998,12970,2139.91,3047.71,3949.46,2561.43,356.85,405.037,1.63512,1.00287
120200000,16498,963,4707609,345410,26046,728,24250,10998,12970,2089.46,2962.56,3949.46,2561.43,358.681,403.616,1.63823,1.0163
120300000,16498,963,4707609,345598,26374,728,24541,10998,12970,2086.4,2958.66,3949.46,2561.43,358.876,403.57,1.63792,1.01614
120400000,16498,963,4707609,346302,27196,728,25348,10998,12970,2056.63,2920.4,3949.46,2561.43,359.607,403.157,1.63667,1.0155
120500000,16498,963,4707609,347590,29403,728,27481,10998,12970,1981.07,2850.71,3949.46,2561.43,360.945,402.85,1.63441,1.01435
120600000,16498,963,4707609,347786,30079,728,28112,10998,12970,1896.58,2813.53,3949.46,2561.43,361.148,403.487,1.63415,1.01417
120700000,16498,963,4707609,346654,29171,728,27209,10998,12970,2009.88,2907.05,3949.46,2561.43,359.973,404.453,1.63609,1.01518
120800000,16498,963,4707609,347395,32630,728,30508,10998,12970,1951.69,2857.31,3949.46,2561.43,360.742,405.219,1.63491,1.01453
120900000,16498,963,4707609,346695,35089,719,32869,10998,12970,2028.43,2928.55,3949.46,2561.43,360.016,406.727,1.63623,1.01518
