environment,instance,algorithm_description,solution_cost,nodes_expanded,nodes_generated,total_time_ms,memory_peak_kb,count_enqueue,time_enqueue_ns,count_dequeue,time_dequeue_ns,count_rebuild,time_rebuild_ns,count_decrease_key,time_decrease_key_ns,count_stale_pops,count_update_pushes,wasted_time_ns,total_overhead_ns,instance_number
random_grid,4,"ANA* with RealBucketHeap (a=25, b=1, D=2)",21290,111989161,120816263.0,15900.1,2699340.0,120816264.0,3996040000.0,120816264.0,4536290000.0,767.0,51935400.0,0.0,0.0,8826174.0,100852882.0,331396000.0,8584270000.0,97
random_grid,4,"ANA* with RealBucketHeap (a=50, b=1, D=2)",21290,129724927,138572329.0,17204.1,2699340.0,138572330.0,4152360000.0,138572330.0,4505240000.0,526.0,45011700.0,0.0,0.0,8846056.0,118608948.0,287602000.0,8702620000.0,98
random_grid,4,"ANA* with RealBucketHeap (a=100, b=1, D=2)",21290,157682152,168238949.0,18245.3,2699340.0,168238950.0,4227730000.0,168238950.0,4355670000.0,675.0,65646700.0,0.0,0.0,10554628.0,148275568.0,273257000.0,8649040000.0,99
random_grid,4,"ANA* with RealBucketHeap (a=150, b=1, D=2)",21290,167034778,177906145.0,19158.6,2699340.0,177906146.0,4318290000.0,177906146.0,4352860000.0,335.0,38222100.0,0.0,0.0,10869925.0,157942764.0,265956000.0,8709370000.0,100
random_grid,4,"ANA* with RealBucketHeap (a=200, b=1, D=2)",21290,158214010,170449699.0,17344.9,2699340.0,170449700.0,3849760000.0,170449700.0,3769680000.0,301.0,38872200.0,0.0,0.0,12231979.0,150486318.0,270523000.0,7658310000.0,101
random_grid,4,"ANA* with RealBucketHeap (a=250, b=1, D=2)",21290,141515563,153709266.0,15643.1,2699340.0,153709267.0,3409450000.0,153709267.0,3302900000.0,237.0,31169800.0,0.0,0.0,12188575.0,133745885.0,261908000.0,6743520000.0,102
random_grid,5,ANA* with IndexedHeap (D=2),21331,76084089,85897448.0,14966.8,2699340.0,76084090.0,2877060000.0,76084090.0,5795170000.0,775.0,276681000.0,9813359.0,395366000.0,0.0,65939167.0,0.0,9344270000.0,103
random_grid,5,"ANA* with RealBucketHeap (a=1, b=1, D=2)",21331,76524323,86833287.0,19671.3,2699340.0,86833288.0,5024160000.0,86833288.0,7984240000.0,670.0,72999800.0,0.0,0.0,10308948.0,66875006.0,947898000.0,13081400000.0,104
random_grid,5,"ANA* with RealBucketHeap (a=25, b=1, D=2)",21331,96741615,106116098.0,14189.3,2699340.0,106116099.0,3553500000.0,106116099.0,3995750000.0,668.0,43489900.0,0.0,0.0,9373710.0,86157817.0,352962000.0,7592740000.0,105
random_grid,5,"ANA* with RealBucketHeap (a=50, b=1, D=2)",21331,95642441,104785234.0,12578.3,2699340.0,104785235.0,3011350000.0,104785235.0,3173560000.0,500.0,39916800.0,0.0,0.0,9141828.0,84826953.0,276872000.0,6224830000.0,106
